target_end_date,quantile,location_name,value,location,forecast_date
2022-02-12,0.7,Arizona,120.81826005212908,04,2022-01-24
2022-02-12,0.75,Arizona,133.9913743875054,04,2022-01-24
2022-02-12,0.8,Arizona,151.33470390712853,04,2022-01-24
2022-02-12,0.85,Arizona,176.93999430468958,04,2022-01-24
2022-02-12,0.9,Arizona,222.95036699502154,04,2022-01-24
2022-02-12,0.95,Arizona,340.376142909847,04,2022-01-24
2022-02-12,0.975,Arizona,515.0427768051387,04,2022-01-24
2022-02-12,0.99,Arizona,824.3439637768637,04,2022-01-24
2022-02-19,0.01,Arizona,9.68200295140113,04,2022-01-24
2022-02-19,0.025,Arizona,14.152196331395206,04,2022-01-24
2022-02-19,0.05,Arizona,19.869549037878937,04,2022-01-24
2022-02-19,0.1,Arizona,29.146946123791572,04,2022-01-24
2022-02-19,0.15,Arizona,37.19848007140179,04,2022-01-24
2022-02-19,0.2,Arizona,44.746804885778566,04,2022-01-24
2022-02-19,0.25,Arizona,51.97151983196358,04,2022-01-24
2022-02-19,0.3,Arizona,59.19921889972222,04,2022-01-24
2022-02-19,0.35,Arizona,66.46695111351048,04,2022-01-24
2022-02-19,0.4,Arizona,73.80663549830253,04,2022-01-24
2022-02-19,0.45,Arizona,81.29863095342698,04,2022-01-24
2022-02-19,0.5,Arizona,89.15085024525608,04,2022-01-24
2022-02-19,0.55,Arizona,97.55441541160933,04,2022-01-24
2022-02-19,0.6,Arizona,106.73910142141456,04,2022-01-24
2022-02-19,0.65,Arizona,117.10055351109928,04,2022-01-24
2022-02-19,0.7,Arizona,129.28860599399064,04,2022-01-24
2022-02-19,0.75,Arizona,144.51321641102336,04,2022-01-24
2022-02-19,0.8,Arizona,165.16037322963788,04,2022-01-24
2022-02-19,0.85,Arizona,196.91720163156313,04,2022-01-24
2022-02-19,0.9,Arizona,256.5754923616624,04,2022-01-24
2022-02-19,0.95,Arizona,415.6825979749173,04,2022-01-24
2022-02-19,0.975,Arizona,653.8555579633774,04,2022-01-24
2022-02-19,0.99,Arizona,1053.24702392784,04,2022-01-24
2022-01-22,0.01,Arkansas,18.287881149136364,05,2022-01-24
2022-01-22,0.025,Arkansas,25.276266927591855,05,2022-01-24
2022-01-22,0.05,Arkansas,33.95602140030499,05,2022-01-24
2022-01-22,0.1,Arkansas,46.83321672940774,05,2022-01-24
2022-01-22,0.15,Arkansas,55.372613152640184,05,2022-01-24
2022-01-22,0.2,Arkansas,62.19960507906145,05,2022-01-24
2022-01-22,0.25,Arkansas,68.08678068908247,05,2022-01-24
2022-01-22,0.3,Arkansas,73.36823847863248,05,2022-01-24
2022-01-22,0.35,Arkansas,78.29525619941357,05,2022-01-24
2022-01-22,0.4,Arkansas,83.1259348601619,05,2022-01-24
2022-01-22,0.45,Arkansas,88.0311815113356,05,2022-01-24
2022-01-22,0.5,Arkansas,93.1143971077657,05,2022-01-24
2022-01-22,0.55,Arkansas,98.48449246389235,05,2022-01-24
2022-01-22,0.6,Arkansas,104.28919454188575,05,2022-01-24
2022-01-22,0.65,Arkansas,110.73206328285701,05,2022-01-24
2022-01-22,0.7,Arkansas,118.08225382068025,05,2022-01-24
2022-01-22,0.75,Arkansas,126.83237503543748,05,2022-01-24
2022-01-22,0.8,Arkansas,137.82339493287472,05,2022-01-24
2022-01-22,0.85,Arkansas,152.75425108573606,05,2022-01-24
2022-01-22,0.9,Arkansas,176.31784372018095,05,2022-01-24
2022-01-22,0.95,Arkansas,228.07535084147042,05,2022-01-24
2022-01-22,0.975,Arkansas,302.04500062314315,05,2022-01-24
2022-01-22,0.99,Arkansas,467.6602887662419,05,2022-01-24
2022-01-29,0.01,Arkansas,17.3031276074233,05,2022-01-24
2022-01-29,0.025,Arkansas,24.429517145445487,05,2022-01-24
2022-01-29,0.05,Arkansas,32.69564918686223,05,2022-01-24
2022-01-29,0.1,Arkansas,44.595554665771395,05,2022-01-24
2022-01-29,0.15,Arkansas,53.12110128681788,05,2022-01-24
2022-01-29,0.2,Arkansas,60.24970954748509,05,2022-01-24
2022-01-29,0.25,Arkansas,66.62654874935467,05,2022-01-24
2022-01-29,0.3,Arkansas,72.5514278863219,05,2022-01-24
2022-01-29,0.35,Arkansas,78.25283171745352,05,2022-01-24
2022-01-29,0.4,Arkansas,83.93442573746607,05,2022-01-24
2022-01-29,0.45,Arkansas,89.74033894355459,05,2022-01-24
2022-01-29,0.5,Arkansas,95.78678359656173,05,2022-01-24
2022-01-29,0.55,Arkansas,102.1874292169732,05,2022-01-24
2022-01-29,0.6,Arkansas,109.11793098079289,05,2022-01-24
2022-01-29,0.65,Arkansas,116.8139174319149,05,2022-01-24
2022-01-29,0.7,Arkansas,125.6135849509645,05,2022-01-24
2022-01-29,0.75,Arkansas,136.10694512569893,05,2022-01-24
2022-01-29,0.8,Arkansas,149.3275402170188,05,2022-01-24
2022-01-29,0.85,Arkansas,167.4851584158294,05,2022-01-24
2022-01-29,0.9,Arkansas,196.7628356281432,05,2022-01-24
2022-01-29,0.95,Arkansas,261.6519354127411,05,2022-01-24
2022-01-29,0.975,Arkansas,353.23613887443264,05,2022-01-24
2022-01-29,0.99,Arkansas,542.5299892685363,05,2022-01-24
2022-02-05,0.01,Arkansas,16.318374065710234,05,2022-01-24
2022-02-05,0.025,Arkansas,23.582767363299126,05,2022-01-24
2022-02-05,0.05,Arkansas,31.435276973419462,05,2022-01-24
